model,strategy,task_id,rep,n_calls,prompt_tokens,completion_tokens,total_tokens,duration_s,eval_duration_s,parsed,collected,passed,failed,errors,line_coverage,branch_coverage,no_module_import,error
phi3:latest,zero_shot,HumanEval/1,1,1,267,284,551,4.376,4.317,False,0,0,0,0,,,False,"SyntaxError: invalid syntax (test_generated.py, line 11)"
phi3:latest,zero_shot,HumanEval/24,0,1,187,346,533,5.539,5.214,False,0,0,0,0,,,False,"SyntaxError: invalid syntax (test_generated.py, line 8)"
phi3:latest,zero_shot,HumanEval/24,1,1,187,251,438,3.8,3.756,False,0,0,0,0,,,False,"SyntaxError: invalid syntax (test_generated.py, line 11)"
phi3:latest,zero_shot,HumanEval/31,0,1,245,116,361,2.108,1.728,True,1,1,0,0,100.0,100.0,False,
phi3:latest,zero_shot,HumanEval/31,1,1,245,116,361,1.756,1.726,True,1,1,0,0,100.0,100.0,False,
phi3:latest,zero_shot,HumanEval/32,0,1,415,455,870,7.904,7.145,True,6,2,4,0,100.0,100.0,False,
phi3:latest,zero_shot,HumanEval/32,1,1,415,495,910,8.172,8.027,True,0,0,0,0,,,False,timeout
phi3:latest,zero_shot,HumanEval/35,0,1,214,220,434,3.871,3.351,True,5,4,1,0,100.0,100.0,False,
phi3:latest,zero_shot,HumanEval/35,1,1,214,222,436,3.49,3.379,True,5,4,1,0,100.0,100.0,False,
phi3:latest,zero_shot,HumanEval/39,0,1,238,812,1050,13.427,12.983,True,0,0,0,0,,,False,timeout
phi3:latest,zero_shot,HumanEval/39,1,1,238,7120,7358,144.21,143.901,False,0,0,0,0,,,False,"SyntaxError: expected an indented block (test_generated.py, line 125)"
phi3:latest,zero_shot,HumanEval/55,0,1,180,2496,2676,47.959,46.997,False,0,0,0,0,,,False,"SyntaxError: invalid syntax (test_generated.py, line 1)"
phi3:latest,zero_shot,HumanEval/55,1,1,180,3882,4062,89.359,88.855,False,0,0,0,0,,,False,"SyntaxError: expected an indented block (test_generated.py, line 17)"
phi3:latest,zero_shot,HumanEval/59,0,1,204,808,1012,16.636,15.485,False,0,0,0,0,,,False,"SyntaxError: expected an indented block (test_generated.py, line 64)"
phi3:latest,zero_shot,HumanEval/59,1,1,204,1215,1419,23.003,22.814,False,0,0,0,0,,,False,"SyntaxError: unexpected indent (test_generated.py, line 3)"
phi3:latest,zero_shot,HumanEval/64,0,1,0,0,0,7.949,0.0,True,7,0,7,0,0.0,0.0,True,
phi3:latest,zero_shot,HumanEval/64,1,1,276,12037,12313,253.385,253.254,False,0,0,0,0,,,False,"SyntaxError: expected an indented block (test_generated.py, line 52)"
phi3:latest,zero_shot,HumanEval/67,0,1,0,0,0,116.795,0.0,False,0,0,0,0,,,False,"SyntaxError: EOL while scanning string literal (test_generated.py, line 1)"
phi3:latest,zero_shot,HumanEval/67,1,1,381,14,395,1.338,0.198,False,0,0,0,0,,,False,"SyntaxError: invalid syntax (test_generated.py, line 1)"
phi3:latest,zero_shot,HumanEval/68,0,1,480,352,832,6.87,5.548,False,0,0,0,0,,,False,"SyntaxError: invalid syntax (test_generated.py, line 1)"
phi3:latest,zero_shot,HumanEval/68,1,1,480,1224,1704,20.479,20.453,False,0,0,0,0,,,False,"SyntaxError: invalid syntax (test_generated.py, line 1)"
phi3:latest,zero_shot,HumanEval/73,0,1,289,147,436,3.036,2.217,False,0,0,0,0,,,False,"SyntaxError: invalid syntax (test_generated.py, line 1)"
phi3:latest,zero_shot,HumanEval/73,1,1,289,178,467,2.706,2.684,False,0,0,0,0,,,False,"SyntaxError: invalid syntax (test_generated.py, line 1)"
phi3:latest,zero_shot,HumanEval/74,0,1,345,50,395,1.359,0.74,False,0,0,0,0,,,False,"SyntaxError: EOL while scanning string literal (test_generated.py, line 1)"
phi3:latest,zero_shot,HumanEval/74,1,1,345,100,445,1.525,1.503,False,0,0,0,0,,,False,"SyntaxError: EOL while scanning string literal (test_generated.py, line 1)"
phi3:latest,zero_shot,HumanEval/80,0,1,261,201,462,3.519,3.026,False,0,0,0,0,,,False,"SyntaxError: invalid syntax (test_generated.py, line 4)"
phi3:latest,zero_shot,HumanEval/80,1,1,261,182,443,2.758,2.736,False,0,0,0,0,,,False,"SyntaxError: invalid syntax (test_generated.py, line 4)"
phi3:latest,zero_shot,HumanEval/92,0,1,284,151,435,2.858,2.272,False,0,0,0,0,,,False,"SyntaxError: invalid syntax (test_generated.py, line 4)"
phi3:latest,zero_shot,HumanEval/92,1,1,0,0,0,14.443,0.0,False,0,0,0,0,,,False,"SyntaxError: EOL while scanning string literal (test_generated.py, line 10)"
phi3:latest,zero_shot,HumanEval/94,0,1,0,0,0,22.345,0.0,False,0,0,0,0,,,False,"SyntaxError: invalid syntax (test_generated.py, line 3)"
phi3:latest,zero_shot,HumanEval/94,1,1,0,0,0,28.475,0.0,False,0,0,0,0,,,False,"SyntaxError: invalid syntax (test_generated.py, line 3)"
phi3:latest,zero_shot,HumanEval/96,0,1,305,139,444,5.037,2.1,False,0,0,0,0,,,False,"SyntaxError: invalid syntax (test_generated.py, line 4)"
phi3:latest,zero_shot,HumanEval/96,1,1,305,81,386,1.229,1.206,False,0,0,0,0,,,False,"SyntaxError: invalid syntax (test_generated.py, line 4)"
qwen2.5-coder:7b,chain_of_thought,HumanEval/106,0,1,269,338,607,13.191,12.797,True,6,5,1,0,100.0,100.0,False,
qwen2.5-coder:7b,chain_of_thought,HumanEval/106,1,1,269,355,624,13.507,13.442,True,7,7,0,0,100.0,100.0,False,
qwen2.5-coder:7b,chain_of_thought,HumanEval/107,0,1,363,509,872,19.749,19.313,True,6,5,1,0,100.0,100.0,False,
qwen2.5-coder:7b,chain_of_thought,HumanEval/107,1,1,363,529,892,20.233,20.163,True,6,3,3,0,100.0,100.0,False,
qwen2.5-coder:7b,chain_of_thought,HumanEval/110,0,1,340,480,820,18.722,18.224,True,7,7,0,0,100.0,100.0,False,
qwen2.5-coder:7b,chain_of_thought,HumanEval/110,1,1,340,323,663,12.332,12.264,True,5,4,1,0,100.0,100.0,False,
qwen2.5-coder:7b,chain_of_thought,HumanEval/124,0,1,434,661,1095,26.166,25.621,True,12,9,3,0,100.0,100.0,False,
qwen2.5-coder:7b,chain_of_thought,HumanEval/124,1,1,434,405,839,15.459,15.384,True,10,9,1,0,83.33333333333333,75.0,False,
qwen2.5-coder:7b,chain_of_thought,HumanEval/143,0,1,296,1246,1542,48.687,48.251,True,32,29,3,0,100.0,100.0,False,
qwen2.5-coder:7b,chain_of_thought,HumanEval/143,1,1,296,191,487,7.317,7.236,True,5,3,2,0,100.0,100.0,False,
qwen2.5-coder:7b,chain_of_thought,HumanEval/146,0,1,274,517,791,20.41,19.922,True,8,6,2,0,100.0,100.0,False,
qwen2.5-coder:7b,chain_of_thought,HumanEval/146,1,1,274,292,566,11.286,11.202,True,6,5,1,0,100.0,100.0,False,
qwen2.5-coder:7b,chain_of_thought,HumanEval/148,0,1,354,345,699,13.818,13.461,True,5,4,1,0,100.0,100.0,False,
qwen2.5-coder:7b,chain_of_thought,HumanEval/148,1,1,354,262,616,10.181,10.114,True,5,0,5,0,0.0,0.0,True,
qwen2.5-coder:7b,chain_of_thought,HumanEval/154,0,1,277,404,681,15.695,15.305,True,6,6,0,0,100.0,100.0,False,
qwen2.5-coder:7b,chain_of_thought,HumanEval/154,1,1,277,410,687,16.922,16.852,True,6,6,0,0,100.0,100.0,False,
qwen2.5-coder:7b,chain_of_thought,HumanEval/1,0,1,265,228,493,9.136,8.856,True,6,5,1,0,100.0,100.0,False,
qwen2.5-coder:7b,chain_of_thought,HumanEval/1,1,1,265,249,514,9.487,9.424,True,7,7,0,0,100.0,100.0,False,
qwen2.5-coder:7b,chain_of_thought,HumanEval/24,0,1,201,251,452,9.783,9.497,True,5,4,1,0,87.5,75.0,False,
qwen2.5-coder:7b,chain_of_thought,HumanEval/24,1,1,201,305,506,11.541,11.478,True,7,6,1,0,100.0,100.0,False,
qwen2.5-coder:7b,chain_of_thought,HumanEval/31,0,1,251,305,556,11.824,11.55,True,6,6,0,0,100.0,100.0,False,
qwen2.5-coder:7b,chain_of_thought,HumanEval/31,1,1,251,216,467,8.246,8.183,True,7,6,1,0,100.0,100.0,False,
qwen2.5-coder:7b,chain_of_thought,HumanEval/32,0,1,406,320,726,12.429,12.136,True,3,3,0,0,85.0,83.33,False,
qwen2.5-coder:7b,chain_of_thought,HumanEval/32,1,1,406,569,975,21.655,21.591,True,0,0,0,0,,,False,timeout
qwen2.5-coder:7b,chain_of_thought,HumanEval/35,0,1,232,199,431,7.817,7.482,True,5,4,1,0,100.0,100.0,False,
qwen2.5-coder:7b,chain_of_thought,HumanEval/35,1,1,232,227,459,8.603,8.549,True,5,4,1,0,100.0,100.0,False,
qwen2.5-coder:7b,chain_of_thought,HumanEval/39,0,1,246,286,532,11.048,10.772,True,3,2,1,0,100.0,100.0,False,
qwen2.5-coder:7b,chain_of_thought,HumanEval/39,1,1,246,390,636,14.787,14.723,True,9,6,3,0,100.0,100.0,False,
qwen2.5-coder:7b,chain_of_thought,HumanEval/55,0,1,198,305,503,11.774,11.486,True,0,0,0,0,,,False,timeout
qwen2.5-coder:7b,chain_of_thought,HumanEval/55,1,1,198,589,787,22.393,22.287,False,0,0,0,0,,,False,"SyntaxError: invalid syntax (test_generated.py, line 35)"
qwen2.5-coder:7b,chain_of_thought,HumanEval/59,0,1,217,308,525,11.916,11.646,True,0,0,0,0,,,False,timeout
qwen2.5-coder:7b,chain_of_thought,HumanEval/59,1,1,217,2508,2725,96.737,96.594,True,0,0,0,0,,,False,timeout
qwen2.5-coder:7b,chain_of_thought,HumanEval/64,0,1,273,1236,1509,47.375,46.983,True,20,7,13,0,100.0,100.0,False,
qwen2.5-coder:7b,chain_of_thought,HumanEval/64,1,1,273,411,684,15.649,15.561,True,10,8,2,0,100.0,100.0,False,
qwen2.5-coder:7b,chain_of_thought,HumanEval/67,0,1,371,886,1257,34.018,33.711,True,9,4,5,0,100.0,100.0,False,
qwen2.5-coder:7b,chain_of_thought,HumanEval/67,1,1,371,660,1031,25.107,25.032,True,7,4,3,0,100.0,100.0,False,
qwen2.5-coder:7b,chain_of_thought,HumanEval/68,0,1,459,609,1068,23.454,23.132,True,10,10,0,0,100.0,100.0,False,
qwen2.5-coder:7b,chain_of_thought,HumanEval/68,1,1,459,534,993,20.364,20.291,True,8,7,1,0,100.0,100.0,False,
qwen2.5-coder:7b,chain_of_thought,HumanEval/73,0,1,303,523,826,20.096,19.804,True,8,8,0,0,100.0,100.0,False,
qwen2.5-coder:7b,chain_of_thought,HumanEval/73,1,1,303,427,730,16.255,16.185,True,9,8,1,0,100.0,100.0,False,
qwen2.5-coder:7b,chain_of_thought,HumanEval/74,0,1,338,226,564,8.858,8.561,True,5,4,1,0,100.0,100.0,False,
qwen2.5-coder:7b,chain_of_thought,HumanEval/74,1,1,338,287,625,10.936,10.876,True,6,5,1,0,100.0,100.0,False,
qwen2.5-coder:7b,chain_of_thought,HumanEval/80,0,1,268,264,532,10.28,9.999,True,4,4,0,0,100.0,100.0,False,
qwen2.5-coder:7b,chain_of_thought,HumanEval/80,1,1,268,279,547,10.617,10.562,True,4,4,0,0,100.0,100.0,False,
qwen2.5-coder:7b,chain_of_thought,HumanEval/92,0,1,280,553,833,21.392,21.105,True,2,0,2,0,100.0,100.0,False,
qwen2.5-coder:7b,chain_of_thought,HumanEval/92,1,1,280,295,575,11.249,11.172,True,3,2,1,0,100.0,100.0,False,
qwen2.5-coder:7b,chain_of_thought,HumanEval/94,0,,,,,,,False,,,,,,,,timeout: timed out
qwen2.5-coder:7b,chain_of_thought,HumanEval/94,1,1,478,696,1174,28.516,26.482,True,12,12,0,0,100.0,100.0,False,
qwen2.5-coder:7b,chain_of_thought,HumanEval/96,0,1,302,305,607,12.005,11.566,True,6,5,1,0,100.0,100.0,False,
qwen2.5-coder:7b,chain_of_thought,HumanEval/96,1,1,302,261,563,9.942,9.882,True,5,4,1,0,100.0,100.0,False,
qwen2.5-coder:7b,least_to_most,HumanEval/1,0,2,627,463,1090,19.913,18.009,True,10,9,1,0,100.0,100.0,False,
qwen2.5-coder:7b,least_to_most,HumanEval/1,1,2,664,494,1158,19.73,18.679,True,10,9,1,0,100.0,100.0,False,
qwen2.5-coder:7b,least_to_most,HumanEval/24,0,2,516,442,958,18.589,16.931,True,10,9,1,0,100.0,100.0,False,
qwen2.5-coder:7b,least_to_most,HumanEval/24,1,2,557,518,1075,21.022,19.619,True,9,3,6,0,100.0,100.0,False,
qwen2.5-coder:7b,least_to_most,HumanEval/31,0,,,,,,,False,,,,,,,,timeout: timed out
qwen2.5-coder:7b,least_to_most,HumanEval/31,1,2,514,260,774,12.106,10.344,True,8,8,0,0,100.0,100.0,False,
qwen2.5-coder:7b,least_to_most,HumanEval/32,0,,,,,,,False,,,,,,,,timeout: timed out
qwen2.5-coder:7b,least_to_most,HumanEval/32,1,2,1130,801,1931,34.589,30.913,True,11,1,10,0,100.0,100.0,False,
qwen2.5-coder:7b,least_to_most,HumanEval/35,0,2,551,583,1134,23.73,22.08,True,15,10,5,0,100.0,100.0,False,
qwen2.5-coder:7b,least_to_most,HumanEval/35,1,2,564,623,1187,24.186,23.62,True,15,8,7,0,100.0,100.0,False,
qwen2.5-coder:7b,least_to_most,HumanEval/39,0,2,868,863,1731,35.747,32.793,True,0,0,0,0,,,False,timeout
qwen2.5-coder:7b,least_to_most,HumanEval/39,1,,,,,,,False,,,,,,,,timeout: timed out
qwen2.5-coder:7b,least_to_most,HumanEval/55,0,2,977,2243,3220,90.737,87.055,True,0,0,0,0,,,False,timeout
qwen2.5-coder:7b,least_to_most,HumanEval/55,1,2,391,228,619,10.262,8.501,True,0,0,0,0,,,False,timeout
qwen2.5-coder:7b,least_to_most,HumanEval/59,0,,,,,,,False,,,,,,,,timeout: timed out
qwen2.5-coder:7b,zero_shot,HumanEval/106,0,1,224,133,357,5.75,5.014,True,5,5,0,0,100.0,100.0,False,
qwen2.5-coder:7b,zero_shot,HumanEval/106,1,1,224,133,357,5.089,5.029,True,5,5,0,0,100.0,100.0,False,
qwen2.5-coder:7b,zero_shot,HumanEval/107,0,1,318,182,500,7.98,6.883,True,5,2,3,0,100.0,100.0,False,
qwen2.5-coder:7b,zero_shot,HumanEval/107,1,1,318,149,467,5.674,5.623,True,5,3,2,0,100.0,100.0,False,
qwen2.5-coder:7b,zero_shot,HumanEval/110,0,1,295,317,612,13.115,12.147,True,10,9,1,0,100.0,100.0,False,
qwen2.5-coder:7b,zero_shot,HumanEval/110,1,1,295,290,585,11.798,11.735,True,9,9,0,0,100.0,100.0,False,
qwen2.5-coder:7b,zero_shot,HumanEval/124,0,1,389,271,660,12.598,11.228,True,4,3,1,0,83.33333333333333,75.0,False,
qwen2.5-coder:7b,zero_shot,HumanEval/124,1,1,389,290,679,12.244,12.184,True,4,2,2,0,83.33333333333333,75.0,False,
qwen2.5-coder:7b,zero_shot,HumanEval/143,0,1,251,214,465,9.922,9.047,True,8,6,2,0,100.0,100.0,False,
qwen2.5-coder:7b,zero_shot,HumanEval/143,1,1,251,150,401,6.109,6.049,True,6,2,4,0,100.0,100.0,False,
qwen2.5-coder:7b,zero_shot,HumanEval/146,0,1,229,236,465,10.951,10.099,True,7,6,1,0,100.0,100.0,False,
qwen2.5-coder:7b,zero_shot,HumanEval/146,1,1,229,198,427,8.222,8.161,True,7,6,1,0,100.0,100.0,False,
qwen2.5-coder:7b,zero_shot,HumanEval/148,0,1,309,173,482,8.154,6.948,True,5,4,1,0,100.0,100.0,False,
qwen2.5-coder:7b,zero_shot,HumanEval/148,1,1,309,173,482,7.112,7.05,True,5,4,1,0,100.0,100.0,False,
qwen2.5-coder:7b,zero_shot,HumanEval/154,0,1,232,158,390,7.011,6.237,True,6,6,0,0,100.0,100.0,False,
qwen2.5-coder:7b,zero_shot,HumanEval/154,1,1,232,162,394,6.458,6.4,True,6,6,0,0,100.0,100.0,False,
qwen2.5-coder:7b,zero_shot,HumanEval/1,0,1,220,180,400,14.202,7.345,True,6,6,0,0,100.0,100.0,False,
qwen2.5-coder:7b,zero_shot,HumanEval/1,1,1,220,180,400,7.712,7.629,True,6,6,0,0,100.0,100.0,False,
qwen2.5-coder:7b,zero_shot,HumanEval/24,0,1,156,138,294,6.149,5.545,True,6,4,2,0,100.0,100.0,False,
qwen2.5-coder:7b,zero_shot,HumanEval/24,1,1,156,133,289,5.058,5.003,True,6,4,2,0,100.0,100.0,False,
qwen2.5-coder:7b,zero_shot,HumanEval/31,0,1,206,148,354,6.198,5.576,True,3,3,0,0,100.0,100.0,False,
qwen2.5-coder:7b,zero_shot,HumanEval/31,1,1,206,101,307,4.358,4.304,True,2,2,0,0,100.0,100.0,False,
qwen2.5-coder:7b,zero_shot,HumanEval/32,0,1,361,138,499,6.473,5.249,True,4,2,2,0,85.0,83.33,False,
qwen2.5-coder:7b,zero_shot,HumanEval/32,1,1,361,159,520,6.281,6.224,True,5,3,2,0,85.0,83.33,False,
qwen2.5-coder:7b,zero_shot,HumanEval/35,0,1,187,163,350,6.979,6.324,True,5,4,1,0,100.0,100.0,False,
qwen2.5-coder:7b,zero_shot,HumanEval/35,1,1,187,153,340,5.822,5.767,True,5,4,1,0,100.0,100.0,False,
qwen2.5-coder:7b,zero_shot,HumanEval/39,0,1,201,114,315,4.918,4.289,True,5,5,0,0,100.0,100.0,False,
qwen2.5-coder:7b,zero_shot,HumanEval/39,1,1,201,109,310,4.155,4.096,True,5,5,0,0,100.0,100.0,False,
qwen2.5-coder:7b,zero_shot,HumanEval/55,0,1,153,65,218,2.934,2.429,True,3,3,0,0,100.0,100.0,False,
qwen2.5-coder:7b,zero_shot,HumanEval/55,1,1,153,60,213,2.504,2.449,True,3,3,0,0,100.0,100.0,False,
qwen2.5-coder:7b,zero_shot,HumanEval/59,0,1,172,161,333,6.913,6.4,True,0,0,0,0,,,False,timeout
qwen2.5-coder:7b,zero_shot,HumanEval/59,1,1,172,64,236,2.505,2.389,True,2,2,0,0,91.30434782608695,90.0,False,
qwen2.5-coder:7b,zero_shot,HumanEval/64,0,1,228,190,418,8.186,7.414,True,8,7,1,0,100.0,100.0,False,
qwen2.5-coder:7b,zero_shot,HumanEval/64,1,1,228,209,437,8.223,8.161,True,7,5,2,0,100.0,100.0,False,
qwen2.5-coder:7b,zero_shot,HumanEval/67,0,1,326,102,428,5.013,3.855,True,1,1,0,0,100.0,100.0,False,
qwen2.5-coder:7b,zero_shot,HumanEval/67,1,1,326,132,458,5.032,4.977,True,4,4,0,0,100.0,100.0,False,
qwen2.5-coder:7b,zero_shot,HumanEval/68,0,1,414,218,632,9.766,8.27,True,8,8,0,0,100.0,100.0,False,
qwen2.5-coder:7b,zero_shot,HumanEval/68,1,1,414,193,607,7.329,7.266,True,4,4,0,0,100.0,100.0,False,
qwen2.5-coder:7b,zero_shot,HumanEval/73,0,1,258,250,508,10.329,9.459,True,7,7,0,0,100.0,100.0,False,
qwen2.5-coder:7b,zero_shot,HumanEval/73,1,1,258,240,498,9.138,9.077,True,7,7,0,0,100.0,100.0,False,
qwen2.5-coder:7b,zero_shot,HumanEval/74,0,1,293,160,453,7.014,6.041,True,5,5,0,0,100.0,100.0,False,
qwen2.5-coder:7b,zero_shot,HumanEval/74,1,1,293,169,462,6.451,6.387,True,5,5,0,0,100.0,100.0,False,
qwen2.5-coder:7b,zero_shot,HumanEval/80,0,1,223,88,311,4.521,3.624,True,2,2,0,0,100.0,100.0,False,
qwen2.5-coder:7b,zero_shot,HumanEval/80,1,1,223,214,437,8.134,8.081,True,6,6,0,0,100.0,100.0,False,
qwen2.5-coder:7b,zero_shot,HumanEval/92,0,1,235,284,519,11.769,11.011,True,2,1,1,0,100.0,100.0,False,
qwen2.5-coder:7b,zero_shot,HumanEval/92,1,1,235,140,375,5.552,5.49,True,2,1,1,0,100.0,100.0,False,
qwen2.5-coder:7b,zero_shot,HumanEval/94,0,1,433,355,788,15.437,13.63,True,6,6,0,0,100.0,100.0,False,
qwen2.5-coder:7b,zero_shot,HumanEval/94,1,1,433,361,794,14.251,14.185,True,6,6,0,0,100.0,100.0,False,
qwen2.5-coder:7b,zero_shot,HumanEval/96,0,1,257,192,449,8.135,7.258,True,6,6,0,0,100.0,100.0,False,
qwen2.5-coder:7b,zero_shot,HumanEval/96,1,1,257,192,449,7.314,7.252,True,6,6,0,0,100.0,100.0,False,
